,country,date,GDPRate,UnemploymentRate,InflationRate,InterestRate,CorruptionIndex
3,Albania,1/1/19,2.604023954,11.5,1.411092372,5.9,35.0
4,Albania,1/1/18,5.48604436,12.3,2.028059104,4.5,36.0
5,Albania,1/1/17,5.308489608,13.6,1.986660635,4.7,38.0
6,Albania,1/1/16,2.661397686,15.4,1.275436465,7.4,39.0
7,Albania,1/1/15,2.795224785,17.2,1.8961677190000001,7.3,36.0
8,Albania,1/1/14,3.3518617460000004,18.1,1.625867905,6.3,33.0
9,Albania,1/1/13,1.2936342809999999,15.9,1.937612474,9.5,31.0
10,Albania,1/1/12,2.474727325,13.4,2.0316038659999998,9.7,33.0
11,Albania,1/1/11,4.9190268569999995,13.5,3.4291199999999997,9.9,31.0
12,Albania,1/1/10,8.366549746,14.1,3.622336375,8.0,33.0
13,Albania,1/1/09,5.853872405,13.7,2.231394978,10.0,32.0
14,Albania,1/1/08,11.92594351,13.1,3.3631436060000004,8.6,34.0
15,Albania,1/1/07,10.63240152,16.0,2.932674935,9.3,29.0
16,Albania,1/1/06,8.527112407,13.8,2.370734887,10.2,26.0
17,Albania,1/1/05,9.016077422,14.1,2.36657995,9.5,24.0
18,Albania,1/1/04,8.840900791000001,14.4,2.280019169,8.3,25.0
19,Albania,1/1/03,11.01455001,15.0,0.484001147,8.6,25.0
20,Albania,1/1/02,8.349560776,15.8,7.770521702999999,11.3,25.0
21,Albania,1/1/99,15.26450415,18.4,0.38943637700000006,19.1,23.0
22,Armenia,1/1/16,0.469112226,18.0,-1.403609761,17.0,33.0
23,Armenia,1/1/15,4.452755021000001,18.5,3.7316870769999997,16.2,35.0
24,Armenia,1/1/14,5.992312997999999,17.6,2.981307621,13.8,37.0
25,Armenia,1/1/13,6.777929855,16.2,5.789669044,12.2,36.0
26,Armenia,1/1/12,12.93070234,17.3,2.558021128,11.3,34.0
27,Armenia,1/1/11,9.182782847,18.4,7.650010000000001,12.9,26.0
28,Armenia,1/1/10,10.13962722,19.0,8.176358619,10.6,26.0
29,Angola,1/1/19,-0.9,6.89,17.14529968,-12.2,26.0
30,Angola,1/1/18,-2.0,7.02,20.19041451,-6.5,19.0
31,Angola,1/1/17,-0.1,7.12,31.69163805,-5.6,19.0
32,Angola,1/1/16,-2.6,7.22,32.37772718,-4.9,18.0
33,Angola,1/1/15,0.9,7.28,-21.53165398,21.1,15.0
34,Angola,1/1/14,4.8,7.33,7.280382228,12.4,19.0
35,Angola,1/1/13,5.0,7.4,8.777772434,12.6,23.0
36,Angola,1/1/12,8.5,7.38,10.27789563,8.8,22.0
37,Angola,1/1/11,3.5,7.36,13.48244569,-9.9,2.0
40,Angola,1/1/08,11.17,3.61,12.47577867,-5.7,1.9
41,Angola,1/1/07,14.0,3.64,12.25155147,12.8,2.2
42,Angola,1/1/06,11.5,3.71,13.30516096,2.0,2.2
43,Angola,1/1/05,15.0,3.8,22.95349139,17.8,2.0
46,Australia,1/1/19,5.263368435,5.2,1.6107734459999998,1.7,77.0
47,Australia,1/1/18,4.890659986,5.3,1.911402496,3.3,77.0
48,Australia,1/1/17,6.196912894,5.6,1.9486400369999999,1.5,77.0
49,Australia,1/1/16,2.222884265,5.7,1.276989774,6.0,79.0
50,Australia,1/1/15,1.630935922,6.1,1.508373678,6.2,79.0
51,Australia,1/1/14,4.050167056,6.1,2.487922272,4.4,80.0
52,Australia,1/1/13,2.457487972,5.7,2.449886502,6.3,81.0
53,Australia,1/1/12,5.847431425,5.2,1.76278038,5.0,85.0
54,Australia,1/1/11,8.869506944,5.1,3.30385,1.4,88.0
55,Australia,1/1/10,3.258831325,5.2,2.91834222,6.0,87.0
56,Australia,1/1/09,7.0356821,5.6,1.771109817,1.0,87.0
57,Australia,1/1/08,8.34903225,4.2,4.350299541,4.2,87.0
58,Australia,1/1/07,9.048603515,4.4,2.327616395,3.0,86.0
59,Australia,1/1/06,8.029198662999999,4.8,3.555288917,2.4,87.0
60,Australia,1/1/05,7.123022302000001,5.0,2.691834877,3.3,88.0
61,Australia,1/1/04,7.500873951,5.4,2.343245327,3.6,88.0
62,Australia,1/1/03,6.192484485,5.9,2.732603899,3.4,88.0
63,Australia,1/1/02,6.976226339,6.4,2.981565928,3.4,86.0
64,Australia,1/1/01,6.64091391,6.7,4.407141316000001,2.1,85.0
65,Australia,1/1/00,6.614302231,6.3,4.457439109,5.0,83.0
66,Australia,1/1/99,5.448761004,6.9,1.483125524,6.2,87.0
67,Australia,1/1/98,5.907893339,7.7,0.860127286,5.3,87.0
68,Australia,1/1/97,5.248683186,8.4,0.224891282,5.9,88.6
69,Australia,1/1/96,6.678973729,8.5,2.615383569,6.8,86.0
70,Australia,1/1/95,6.185628987,8.5,4.627773945,8.1,88.0
71,Azerbaijan,1/1/18,13.86765011,4.9,2.263516831,4.7,25.0
72,Azerbaijan,1/1/17,16.40474504,5.0,12.93998428,0.3,31.0
73,Azerbaijan,1/1/16,11.11658698,5.0,12.44949479,1.5,30.0
74,Azerbaijan,1/1/15,-7.8525301579999995,5.0,4.009438361,28.9,29.0
75,Azerbaijan,1/1/14,1.430167406,4.9,1.389726494,19.4,29.0
76,Azerbaijan,1/1/13,6.280722712999999,5.0,2.418870262,17.7,28.0
77,Azerbaijan,1/1/12,5.110594831,5.2,1.0681024909999999,15.1,27.0
78,Azerbaijan,1/1/11,22.64688567,5.4,7.852384,-4.5,24.0
79,Azerbaijan,1/1/10,19.27868208,5.6,5.732387098999999,6.0,24.0
81,Azerbaijan,1/1/08,41.52500837,5.9,20.83729272,-6.4,19.0
82,Azerbaijan,1/1/07,51.28666076,6.3,16.66125709,-1.2,21.0
83,Azerbaijan,1/1/06,49.70013975,6.6,8.328925947,5.9,24.0
84,Azerbaijan,1/1/05,46.80195072,7.3,9.679506667,2.0,22.0
85,Azerbaijan,1/1/04,19.36192542,8.0,6.708931602000001,5.9,19.0
86,Azerbaijan,1/1/03,17.88041237,9.2,2.233863529,7.9,18.0
87,Azerbaijan,1/1/02,14.05109489,10.0,2.77116615,12.6,20.0
88,Azerbaijan,1/1/01,12.6639961,10.9,1.547195335,16.8,20.0
89,Azerbaijan,1/1/00,24.97947074,11.8,1.805001815,6.4,15.0
90,Azerbaijan,1/1/99,9.722141487,16.3,-8.525169242,17.0,17.0
91,Bosnia and Herzegovina,1/1/19,4.728911502,15.7,0.562750517,1.2,36.0
92,Bosnia and Herzegovina,1/1/18,6.590400889,18.4,1.417090254,1.0,38.0
93,Bosnia and Herzegovina,1/1/17,4.921607011,20.5,0.81019358,1.6,38.0
94,Bosnia and Herzegovina,1/1/16,4.601097273,25.4,-1.584107606,3.8,39.0
101,Bosnia and Herzegovina,1/1/09,-2.8245647519999997,24.1,-0.38143312799999995,7.7,30.0
102,Bosnia and Herzegovina,1/1/08,13.1785012,23.4,7.427022696,-0.3,32.0
105,Barbados,1/1/16,2.439107415,9.7,1.281926698,8.1,61.0
106,Barbados,1/1/14,0.40827422399999996,12.2,1.769502035,7.8,74.0
107,Barbados,1/1/13,1.4566399490000002,11.6,1.81411228,5.6,75.0
108,Barbados,1/1/12,-1.022038884,11.6,4.5333457610000005,9.3,76.0
109,Barbados,1/1/11,2.8205963960000004,11.2,9.4322,5.0,78.0
110,Barbados,1/1/10,1.439228154,10.7,5.824215607,4.7,78.0
111,Barbados,1/1/09,-6.672361636000001,10.0,3.643864972,11.1,74.0
112,Barbados,1/1/08,2.373070647,8.1,8.108114197,8.2,70.0
113,Barbados,1/1/07,10.82541327,7.4,4.034224611,2.1,69.0
114,Barbados,1/1/06,10.41619732,8.7,7.307665121,5.8,67.0
115,Barbados,1/1/05,10.89674765,9.1,6.082185579,2.3,69.0
116,Barbados,1/1/04,7.313302417999999,9.6,1.3944174040000001,2.4,73.0
117,Burkina Faso,1/1/17,6.3,6.22,1.4830009290000001,3.1,42.0
118,Burkina Faso,1/1/16,5.9,6.34,0.441015561,2.7,42.0
119,Burkina Faso,1/1/15,3.9,6.42,0.724836155,7.5,38.0
120,Burkina Faso,1/1/14,4.3,6.48,-0.258082081,6.0,38.0
121,Burkina Faso,1/1/13,5.8,6.09,0.533729272,7.6,38.0
122,Burkina Faso,1/1/12,6.5,5.6,3.818127322,-0.7,38.0
123,Burkina Faso,1/1/11,6.6,5.14,2.7598,-1.4,3.0
124,Burkina Faso,1/1/10,8.4,4.72,-0.764214782,1.3,3.1
125,Burkina Faso,1/1/09,3.0,4.24,2.60811924,2.5,3.6
126,Burkina Faso,1/1/08,5.8,3.61,10.65980982,-3.8,3.5
127,Burkina Faso,1/1/07,4.4,3.3,-0.230570164,2.2,2.9
128,Burkina Faso,1/1/06,6.0,3.64,2.333034993,5.4,3.2
129,Burkina Faso,1/1/05,8.7,4.0,6.41511559,4.9,3.4
130,Bulgaria,1/1/19,8.180859612999999,4.2,3.103728953,-0.1,43.0
131,Bulgaria,1/1/18,7.220224407999999,5.2,2.8118689339999996,0.9,42.0
132,Bulgaria,1/1/17,7.588414748,6.2,2.064355214,1.4,43.0
133,Bulgaria,1/1/16,6.446852777,7.6,-0.798749189,3.8,41.0
134,Bulgaria,1/1/15,6.529722866,9.1,-0.10463369300000001,4.9,41.0
135,Bulgaria,1/1/14,2.365470379,11.4,-1.41818404,7.8,43.0
136,Bulgaria,1/1/13,-0.35230683100000004,12.9,0.890093707,9.8,41.0
137,Bulgaria,1/1/12,1.8927462780000002,12.3,2.954569052,8.1,41.0
138,Bulgaria,1/1/11,8.433654367,11.3,4.2199029999999995,4.4,33.0
139,Bulgaria,1/1/10,1.721821442,10.3,2.43899041,9.9,36.0
140,Bulgaria,1/1/09,0.490320543,6.8,2.753202323,7.0,38.0
141,Bulgaria,1/1/08,14.71195049,5.6,12.34871906,2.5,36.0
142,Bulgaria,1/1/07,18.3673592,6.9,8.40253446,-1.0,41.0
143,Bulgaria,1/1/06,14.01868153,9.0,7.2615946970000005,2.0,40.0
144,Bulgaria,1/1/05,14.11591139,10.1,5.038839043,2.0,40.0
145,Bulgaria,1/1/04,12.4553683,12.0,6.147130678,3.0,41.0
146,Bulgaria,1/1/03,7.541233141,13.7,2.348641803,6.1,39.0
147,Bulgaria,1/1/02,9.94628403,18.1,5.8101422110000005,5.2,40.0
148,Bulgaria,1/1/01,10.17536467,19.9,7.360939693,4.7,39.0
149,Bulgaria,1/1/00,12.30665403,16.2,10.31626236,3.9,35.0
150,Bulgaria,1/1/99,-5.3556389719999995,14.1,2.573042596,10.0,33.0
151,Bulgaria,1/1/98,39.02658509,12.2,18.67220503,-14.4,29.0
152,Bahrain,1/1/12,6.855268022000001,1.2,2.758274472,2.9,51.0
153,Bahrain,1/1/11,11.91339847,4.0,-0.4015,-2.7,51.0
154,Bahrain,1/1/10,12.097945800000002,1.1,1.961847916,-0.2,49.0
155,Bahrain,1/1/09,-10.78408656,4.0,2.7955521880000003,24.1,51.0
156,Bahrain,1/1/08,18.31985391,3.7,3.525963767,-2.8,54.0
157,Bahrain,1/1/07,17.42924118,5.6,3.256715498,-0.2,50.0
158,Burundi,1/1/18,3.8,1.45,-2.8146961989999997,18.2,17.0
159,Burundi,1/1/17,3.6,1.49,16.05253589,3.0,22.0
160,Burundi,1/1/16,3.2,1.53,5.557688346,13.2,20.0
161,Burundi,1/1/15,-0.4,1.55,5.5446886289999995,-4.9,21.0
162,Burundi,1/1/14,4.2,1.57,4.405351962,9.8,20.0
163,Burundi,1/1/13,4.9,1.64,7.937959114,6.7,21.0
164,Burundi,1/1/12,4.4,1.68,18.16104198,0.0,19.0
165,Burundi,1/1/11,4.0,1.72,9.59217,4.5,1.9
166,Burundi,1/1/10,4.8,1.76,6.493267229,3.6,1.8
167,Burundi,1/1/09,3.8,1.76,10.55543887,3.3,1.8
168,Burundi,1/1/08,4.9,1.63,24.40694177,-6.2,1.9
169,Burundi,1/1/07,3.5,1.66,8.412069602,7.9,2.5
170,Burundi,1/1/06,5.2,1.74,2.74542242,13.8,2.4
171,Benin,1/1/17,5.7,2.46,1.7694310869999998,5.5,39.0
172,Benin,1/1/16,3.3,2.54,-0.794081116,4.6,36.0
173,Benin,1/1/15,1.8,2.58,0.21881818100000003,4.3,37.0
174,Benin,1/1/14,6.35,2.62,-0.5487663660000001,5.6,39.0
175,Benin,1/1/13,7.19,2.68,0.428892114,3.8,36.0
176,Benin,1/1/12,4.82,2.66,6.744709564,-2.5,36.0
177,Benin,1/1/11,2.96,2.65,2.7042,1.5,3.0
178,Benin,1/1/10,2.6,1.04,2.207790482,4.2,2.8
179,Benin,1/1/09,2.7,0.97,0.896145132,2.4,2.9
180,Benin,1/1/08,5.0,0.83,7.947305906,-1.4,3.1
181,Benin,1/1/07,4.62,0.8,1.298029107,4.3,2.7
182,Benin,1/1/06,3.75,0.8,3.782147906,2.6,2.5
183,Benin,1/1/05,2.89,0.79,5.364607353,3.6,2.9
184,Brunei,1/1/19,0.404294847,6.822610000000001,-0.39058452899999996,9.1,60.0
185,Brunei,1/1/18,9.274706378,8.69957,1.025137618,-3.4,63.0
186,Brunei,1/1/17,6.3481076960000005,9.31606,-1.260553106,0.5,62.0
187,Brunei,1/1/12,2.142685491,1.7,0.111745902,4.2,55.0
188,Brunei,1/1/11,24.68164794,1.7,0.1379,-12.2,52.0
189,Brunei,1/1/10,19.72097135,2.9,0.35686902600000003,-9.6,55.0
190,Brunei,1/1/09,-23.46614112,3.5,1.035763499,35.4,55.0
191,Bolivia,1/1/18,7.408974657999999,3.5,2.272059872,4.8,29.0
192,Bolivia,1/1/17,10.51089436,3.7,2.822758055,1.9,33.0
193,Bolivia,1/1/16,2.851279629,3.5,3.623214318,9.4,33.0
194,Bolivia,1/1/15,0.012153313999999998,3.1,4.059610411,13.3,34.0
195,Bolivia,1/1/14,7.621982213,2.0,5.766600746,7.5,35.0
196,Bolivia,1/1/13,13.19884646,2.4,5.736400237000001,4.8,34.0
197,Bolivia,1/1/12,12.58624626,2.0,4.515602914,3.8,34.0
198,Bolivia,1/1/11,20.56636662,2.2,9.884464198,-3.2,28.0
199,Bolivia,1/1/09,0.855869405,2.9,3.3464542010000002,15.1,27.0
200,Bolivia,1/1/08,17.16796664,2.6,14.00681077,3.2,30.0
201,Bolivia,1/1/07,12.27428626,5.2,8.705609236,5.1,29.0
202,Bolivia,1/1/06,19.11613651,5.1,4.282396048,-1.6,27.0
203,Bolivia,1/1/05,10.62489874,5.4,5.393231069,10.1,25.0
204,Bolivia,1/1/04,12.47352028,4.2,4.437380801000001,6.0,22.0
205,Bolivia,1/1/02,5.3764350610000005,5.5,0.928258852,17.3,22.0
206,Bolivia,1/1/01,3.585382375,5.2,1.589653779,17.9,20.0
207,Bolivia,1/1/00,7.833506295,4.5,4.608229989,27.9,27.0
208,Bolivia,1/1/99,2.848745703,3.9,2.159516268,32.2,25.0
211,Bolivia,1/1/95,16.64015809,3.7,10.19320676,35.5,0.0
212,Brazil,1/1/19,5.338076771,11.9,3.732976212,32.0,35.0
213,Brazil,1/1/18,4.645940499,12.3,3.664850284,34.7,35.0
216,Brazil,1/1/15,3.752132956,8.4,9.029901023999999,33.8,38.0
217,Brazil,1/1/14,8.390209428,6.7,6.329040155,22.4,43.0
218,Brazil,1/1/13,10.73488606,7.0,6.2043106660000005,18.5,42.0
219,Brazil,1/1/12,10.01692951,7.2,5.40349914,26.6,43.0
220,Brazil,1/1/11,12.62360561,6.9,6.636449622000001,32.8,38.0
221,Brazil,1/1/09,7.178469497999999,8.5,4.888034799,34.8,37.0
222,Brazil,1/1/08,14.31994481,7.3,5.678593902999999,35.4,35.0
223,Brazil,1/1/07,12.89974998,8.3,3.641272991,35.0,35.0
233,Bahamas,1/1/12,10720.5,14.0,1.973375659,1.4,71.0
234,Bahamas,1/1/11,10070.4,15.9,3.1988,6.0,73.0
235,Bhutan,1/1/15,10.43556597,2.4,4.548106165,10.9,65.0
236,Bhutan,1/1/14,13.09725152,2.6,8.271101534,6.6,65.0
237,Bhutan,1/1/13,8.114255062,2.9,7.006673298,7.7,63.0
238,Bhutan,1/1/12,14.76818706,2.1,10.9196226,4.4,63.0
239,Bhutan,1/1/11,17.17226729,3.2,8.849,5.1,57.0
240,Bhutan,1/1/10,18.49955879,3.3,7.036355969,7.6,57.0
241,Bhutan,1/1/09,11.82557983,4.0,4.361162619,8.6,50.0
242,Bhutan,1/1/07,21.85655183,3.7,5.156111023999999,10.7,50.0
243,Bhutan,1/1/06,12.7989866,3.1,5.000420866,8.1,60.0
244,Botswana,1/1/19,2.97,18.19,2.772863446,5.7,61.0
245,Botswana,1/1/18,4.48,17.35,3.2380203260000004,5.3,61.0
246,Botswana,1/1/17,2.9,17.51,3.308275112,4.2,61.0
247,Botswana,1/1/16,4.3,17.66,2.814959103,-4.2,60.0
248,Botswana,1/1/15,-1.7,17.75,3.062034187,6.0,63.0
249,Botswana,1/1/14,4.15,17.82,4.40225442,-2.6,63.0
250,Botswana,1/1/13,11.34,17.92,5.884602302999999,7.7,64.0
251,Botswana,1/1/12,4.46,17.89,7.536907428999999,10.8,65.0
252,Botswana,1/1/11,6.05,17.86,8.45987,-2.6,6.1
253,Botswana,1/1/10,8.56,17.86,6.948874802000001,2.3,5.8
254,Botswana,1/1/09,-7.65,16.17,8.027301142,6.9,5.6
255,Botswana,1/1/08,6.25,16.31,12.70217926,11.3,5.8
256,Botswana,1/1/07,8.28,16.97,7.081008231,10.8,5.4
257,Botswana,1/1/06,8.36,17.8,11.55522166,8.4,5.6
258,Botswana,1/1/05,4.56,19.8,8.610223367,0.2,5.9
259,Botswana,1/1/04,2.7,21.77,6.9457005810000005,5.2,6.0
260,Botswana,1/1/03,4.6,23.8,9.189899148,12.7,5.7
261,Botswana,1/1/02,6.1,21.14,8.032798589,14.8,6.4
262,Botswana,1/1/01,0.3,18.54,6.5590374460000005,6.9,6.0
263,Botswana,1/1/00,2.0,15.88,8.601475625,1.1,6.0
264,Botswana,1/1/99,9.7,18.35,7.749298712000001,0.5,6.1
265,Botswana,1/1/98,0.7,20.86,6.661398424,3.3,6.1
266,Belarus,1/1/17,11.37368482,0.5,6.0,1.0,44.0
267,Belarus,1/1/16,5.604716549,0.8,11.8,5.6,40.0
268,Belarus,1/1/15,11.57933052,1.0,13.5,1.8,32.0
269,Belarus,1/1/14,20.14410565,0.5,18.1,0.5,31.0
270,Belarus,1/1/13,22.47407722,0.5,18.3,-1.8,29.0
273,Belarus,1/1/10,19.9692029,0.7,7.7,-1.9,25.0
274,Belarus,1/1/09,9.477174037000001,0.9,12.9,2.2,24.0
275,Belarus,1/1/08,33.57731618,0.8,14.8,-10.4,20.0
276,Belarus,1/1/07,22.57976207,1.0,8.4,-3.8,21.0
277,Belarus,1/1/06,21.82347146,1.1,7.0,-1.7,21.0
278,Belarus,1/1/05,30.15554551,1.5,10.3,-6.4,26.0
279,Belarus,1/1/04,36.72110883,1.9,18.1,-4.7,33.0
280,Belarus,1/1/03,39.88974034,3.1,28.4,-5.1,42.0
285,Canada,1/1/17,5.705856187,6.3,1.5968290230000002,0.2,82.0
286,Canada,1/1/16,1.762975259,7.0,1.428794906,1.9,82.0
287,Canada,1/1/15,-0.22331979999999998,6.9,1.12522659,3.7,83.0
288,Canada,1/1/14,4.870445457,6.9,1.906645855,1.0,81.0
289,Canada,1/1/13,4.107037798,7.1,0.938241826,1.2,81.0
290,Canada,1/1/12,3.236470308,7.3,1.5157595659999998,1.5,84.0
291,Canada,1/1/11,6.485108574,7.5,2.9121,-0.2,87.0
292,Canada,1/1/10,6.046198556,8.1,1.776923304,-0.3,89.0
293,Canada,1/1/09,-5.176163681,8.3,0.299405476,4.8,87.0
294,Canada,1/1/08,5.0454010469999995,6.1,2.370298226,0.7,87.0
295,Canada,1/1/07,5.449981135,6.0,2.138346789,7.5,87.0
296,Canada,1/1/06,5.305399752,6.3,2.002062051,4.7,85.0
297,Canada,1/1/05,6.449095125,6.8,2.213524858,3.0,84.0
298,Canada,1/1/04,6.467319888,7.2,1.857231756,1.5,85.0
299,Canada,1/1/03,5.117062311000001,7.6,2.7586271160000004,3.4,87.0
300,Canada,1/1/02,4.291695345,7.7,2.258385721,3.3,90.0
301,Canada,1/1/01,3.458144765,7.2,2.525082305,3.7,89.0
302,Canada,1/1/00,9.749038785,6.8,2.719436444,2.5,92.0
303,Canada,1/1/99,7.165620216000001,7.6,1.734877091,3.3,92.0
304,Canada,1/1/98,3.694545857,8.3,0.99587319,5.7,92.0
305,Canada,1/1/97,5.469748186,9.1,1.62130021,3.8,91.0
306,Canada,1/1/96,3.383704898,9.6,1.5705378490000002,4.3,89.6
307,Canada,1/1/95,4.998815717,9.5,2.148785711,6.3,88.7
308,"Congo, Dem Rep",1/1/16,6.852964137000001,4.36,2.885851073,14.1,21.0
309,"Congo, Dem Rep",1/1/15,5.679430826,4.41,0.744198995,20.8,22.0
310,"Congo, Dem Rep",1/1/14,10.55898637,4.45,1.243038898,17.5,22.0
311,"Congo, Dem Rep",1/1/13,11.48829734,4.5,0.8082231009999999,16.1,22.0
312,"Congo, Dem Rep",1/1/12,13.4478872,4.49,9.721828063,21.2,21.0
313,"Congo, Dem Rep",1/1/11,21.61441965,4.22,15.31651591,26.3,2.0
314,"Congo, Dem Rep",1/1/10,29.37179123,3.98,7.1,29.6,2.0
315,"Congo, Dem Rep",1/1/09,36.44539858,3.69,2.8,24.7,1.9
316,"Congo, Dem Rep",1/1/08,27.96535505,3.26,17.30138457,18.8,1.7
317,"Congo, Dem Rep",1/1/07,27.79984396,3.08,16.94510065,22.2,1.9
318,"Congo, Dem Rep",1/1/06,19.35514024,2.96,13.05269497,29.2,2.0
319,Congo,1/1/15,2.62,9.91,3.169099595,20.766773999999998,23.0
320,Congo,1/1/14,0.47,9.96,0.9121058390000001,17.524738,23.0
321,Congo,1/1/13,-0.64,10.02,4.631665043,16.147234,22.0
322,Congo,1/1/12,3.83,10.0,5.010141549,21.244739000000003,26.0
323,Congo,1/1/11,14.8,11.9,1.7596,26.33035,2.2
324,Congo,1/1/10,8.71,13.97,0.391526955,29.582826,2.1
325,Congo,1/1/09,7.5,16.1,4.414967997,24.694770000000002,1.9
326,Congo,1/1/08,5.93,16.46,4.958791345,18.834342000000003,1.9
327,Congo,1/1/07,-11.85,17.42,2.654598394,22.224352,2.1
328,Congo,1/1/06,6.24,18.56,6.537941357999999,29.217333,2.2
329,Switzerland,1/1/19,1.328469645,4.4,0.362951156,2.2,85.0
330,Switzerland,1/1/18,2.987670968,4.7,0.9362257279999999,2.4,85.0
331,Switzerland,1/1/17,1.21500344,4.8,0.533837502,3.2,85.0
332,Switzerland,1/1/16,1.107575468,4.9,-0.43464620200000004,3.3,86.0
333,Switzerland,1/1/15,0.698702807,4.8,-1.143818657,3.3,86.0
334,Switzerland,1/1/14,1.8084794659999999,4.8,-0.013290254,3.3,86.0
335,Switzerland,1/1/13,1.87781533,4.7,-0.21730569100000002,2.7,85.0
336,Switzerland,1/1/12,0.830253417,4.5,-0.692498252,2.9,86.0
337,Switzerland,1/1/11,2.04087968,4.4,0.2313,2.4,88.0
338,Switzerland,1/1/10,3.329423034,4.8,0.688203873,2.4,87.0
339,Switzerland,1/1/09,-1.868307621,4.1,-0.48048018,2.4,90.0
340,Switzerland,1/1/08,4.225659431,3.3,2.426097327,1.3,90.0
341,Chile,1/1/18,6.403023108999999,7.2,2.434889803,1.8,67.0
