,country,date,GDPRate,UnemploymentRate,InflationRate,InterestRate,CorruptionIndex
1288,Serbia,1/1/09,4.940468698,16.1,8.116955027000001,-0.9,35.0
1289,Serbia,1/1/08,15.254602199999999,13.7,12.41097662,-2.8,34.0
1290,Serbia,1/1/07,15.70176374,18.1,6.391713413,-4.0,34.0
1291,Serbia,1/1/06,18.09463795,20.9,11.72402563,-6.4,30.0
1292,Rwanda,1/1/19,9.4,1.03,3.353343976,16.1,53.0
1293,Rwanda,1/1/18,8.6,1.02,-0.309531209,17.8,56.0
1294,Rwanda,1/1/17,4.0,1.06,8.274368895,8.9,55.0
1295,Rwanda,1/1/16,6.0,1.11,7.184480249,11.7,54.0
1296,Rwanda,1/1/15,8.9,1.14,2.529059997,16.7,54.0
1297,Rwanda,1/1/14,6.2,1.17,2.328303681,11.9,49.0
1298,Rwanda,1/1/13,4.7,1.18,5.935593214,14.3,53.0
1299,Rwanda,1/1/12,8.6,1.14,10.27296431,11.4,53.0
1300,Rwanda,1/1/11,8.0,1.1,3.0966299999999998,8.8,5.0
1301,Rwanda,1/1/10,7.3,1.07,-0.258699012,13.4,4.0
1302,Rwanda,1/1/09,6.2,1.01,12.94114745,8.9,3.3
1303,Rwanda,1/1/08,11.2,0.86,15.43821385,1.5,3.0
1304,Rwanda,1/1/07,7.6,0.86,9.08071663,2.7,2.8
1305,Rwanda,1/1/06,9.2,0.88,8.882838619,-0.8,2.5
1306,Rwanda,1/1/05,9.4,0.92,9.014086072000001,6.1,3.1
1307,Solomon Islands,1/1/09,5028.3,2.0,7.092712429,2.7,28.0
1308,Seychelles,1/1/18,3.8,3.5,3.702917497,9.9,66.0
1309,Seychelles,1/1/17,4.4,3.7,2.8567962060000003,7.0,60.0
1310,Seychelles,1/1/15,4.9,4.2,4.041945359,10.1,55.0
1311,Seychelles,1/1/14,4.5,3.8,1.38582933,9.1,55.0
1312,Seychelles,1/1/11,5.4,4.1,2.55927,6.4,4.8
1313,Seychelles,1/1/05,9.01,5.5,0.9071820690000001,9.3,4.0
1314,Sweden,1/1/06,6.502131463,7.1,1.3602188519999998,1.9,92.0
1315,Sweden,1/1/05,3.5648086310000004,7.5,0.453171043,2.8,92.0
1316,Sweden,1/1/04,4.684320732,6.7,0.37365175899999997,3.8,92.0
1317,Sweden,1/1/03,4.049322336,5.6,1.9256637140000001,3.3,93.0
1318,Sweden,1/1/02,3.7785608760000002,5.0,2.158484074,4.2,93.0
1319,Sweden,1/1/01,3.969020215,4.7,2.405948069,3.2,90.0
1320,Sweden,1/1/00,6.3438896279999994,5.5,0.8991443859999999,4.2,94.0
1321,Sweden,1/1/99,5.183182723,7.6,0.46217728700000005,4.4,94.0
1322,Sweden,1/1/98,5.159849536,8.9,-0.267127512,5.6,95.0
1323,Sweden,1/1/97,4.642885985,10.4,0.658407949,5.5,93.5
1324,Sweden,1/1/96,2.604452654,9.5,0.533129423,7.6,90.8
1325,Sweden,1/1/95,7.896569929,8.9,2.4551449869999997,7.1,88.7
1326,Singapore,1/1/17,7.237524482,4.2,0.576200751,2.4,84.0
1327,Singapore,1/1/16,3.961349326,4.1,-0.532240001,4.6,84.0
1328,Singapore,1/1/15,6.1402002620000005,3.8,-0.522605224,2.2,85.0
1329,Singapore,1/1/14,3.657751715,3.7,1.025124379,5.6,84.0
1330,Singapore,1/1/13,4.365804748,3.9,2.358638422,5.9,86.0
1331,Singapore,1/1/12,4.952814415,3.7,4.575582578,4.9,87.0
1332,Singapore,1/1/11,7.45849671,3.9,5.2478,4.3,92.0
1333,Singapore,1/1/10,15.78840948,4.1,2.823639977,4.2,93.0
1334,Singapore,1/1/09,3.085657673,5.9,0.596729315,2.3,92.0
1335,Singapore,1/1/08,0.456182966,4.0,6.6278288739999995,6.9,92.0
1336,Singapore,1/1/07,15.47213146,3.9,2.104875527,-0.6,93.0
1337,Singapore,1/1/06,11.01705034,4.5,0.962914873,3.4,94.0
1338,Singapore,1/1/05,9.406839374,5.6,0.425099966,3.3,94.0
1339,Singapore,1/1/04,14.29308732,5.8,1.662739271,1.2,93.0
1340,Singapore,1/1/03,2.667381219,5.9,0.507865321,7.2,94.0
1341,Singapore,1/1/02,2.9912558989999996,5.6,-0.39163868799999996,6.3,93.0
1342,Singapore,1/1/01,-2.865864408,3.8,0.997193632,7.6,92.0
1343,Singapore,1/1/00,13.25098716,3.7,1.36161495,1.9,91.0
1344,Singapore,1/1/99,1.9359483780000002,4.9,0.016658615,9.7,91.0
1345,Singapore,1/1/98,-3.490748289,3.4,-0.267486293,8.9,91.0
1346,Singapore,1/1/97,9.491431551,2.5,2.003612119,5.2,86.6
1347,Singapore,1/1/96,9.090149466,3.6,1.383097008,4.7,88.0
1348,Singapore,1/1/95,10.57959014,3.3,1.720605951,3.1,92.6
1349,Sierra Leone,1/1/17,0.04,4.5,18.21981634,2.9,30.0
1350,Sierra Leone,1/1/16,6.34,4.59,10.88329958,16.0,30.0
1351,Sierra Leone,1/1/15,-0.2,4.64,6.693676139,-0.1,29.0
1352,Sierra Leone,1/1/14,4.6,4.68,4.645439112,17.3,31.0
1353,Sierra Leone,1/1/13,20.72,4.6,5.518265951,12.8,30.0
1354,Sierra Leone,1/1/12,15.2,4.44,6.588368377999999,8.0,31.0
1355,Sierra Leone,1/1/11,6.32,4.29,6.7882,3.1,2.5
1356,Sierra Leone,1/1/10,5.35,4.16,7.193544376,3.5,2.4
1357,Sierra Leone,1/1/09,0.03,3.97,7.4691033760000005,13.3,2.2
1358,Sierra Leone,1/1/08,5.4,3.63,8.204703111,13.2,1.9
1359,Sierra Leone,1/1/07,8.06,3.54,11.64994496,17.0,2.1
1360,Senegal,1/1/17,7.4,6.62,1.318162082,4.5,45.0
1361,Senegal,1/1/16,6.4,6.71,0.837346075,4.3,45.0
1362,Senegal,1/1/15,6.4,6.76,0.135167346,4.0,44.0
1363,Senegal,1/1/14,4.08,7.61,-1.090284866,7.6,43.0
1364,Senegal,1/1/13,3.46,8.54,0.710310032,5.2,41.0
1365,Senegal,1/1/12,4.41,9.43,1.418234639,2.4,36.0
1366,Senegal,1/1/11,1.76,10.36,3.4032,1.7,2.9
1367,Senegal,1/1/10,4.2,10.35,1.2287141320000001,4.0,2.9
1368,Senegal,1/1/09,2.06,10.23,-2.248015991,6.0,3.0
1369,Senegal,1/1/08,3.68,9.8,7.34714732,-1.5,3.4
1370,Senegal,1/1/07,4.94,9.85,5.853336572000001,-0.5,3.6
1371,Senegal,1/1/06,2.46,10.03,2.112269349,0.7,3.3
1372,Senegal,1/1/05,5.62,8.94,1.711306135,4.5,3.2
1373,Syria,1/1/07,17.05475659,8.4,3.907720332,-1.6237,24.0
1374,Syria,1/1/06,14.60157723,8.2,10.02410344,0.19505999999999998,29.0
1375,Syria,1/1/05,18.90841438,8.1,7.240355486,-3.91465,34.0
1376,Syria,1/1/04,17.94215589,12.3,4.433131932,-2.56445,34.0
1377,Syria,1/1/03,-3.93012827,10.8,5.7968407,7.35858,34.0
1378,Swaziland,1/1/18,5.207754337,22.36,4.8149462,7.3,38.0
1379,Swaziland,1/1/17,4.9366347710000005,22.54,6.221493571,7.7,39.0
1380,Swaziland,1/1/14,8.115710551,24.19,5.680233662999999,1.4,43.0
1381,Swaziland,1/1/13,10.64772946,24.97,5.620910328,1.8,39.0
1382,Swaziland,1/1/12,14.62008187,25.6,8.939609601,0.0,37.0
1390,Togo,1/1/17,4.4,2.13,-0.9818938840000001,4.2,32.0
1391,Togo,1/1/16,5.6,2.17,1.2854499129999999,3.3,32.0
1392,Togo,1/1/15,5.7,2.2,2.585003973,1.6,32.0
1393,Togo,1/1/14,5.92,2.16,0.190872474,5.4,29.0
1394,Togo,1/1/13,6.11,2.13,1.825401315,3.5,29.0
1395,Togo,1/1/12,6.54,2.05,2.577181866,3.3,30.0
1396,Togo,1/1/11,6.4,1.98,3.56351,4.1,2.4
1397,Togo,1/1/10,4.0,2.39,1.445949699,4.5,2.4
1398,Togo,1/1/09,3.35,2.8,3.713596087,3.3,2.8
1399,Togo,1/1/08,2.36,3.05,8.694837225,-6.1,2.7
1400,Togo,1/1/07,2.08,3.57,0.945673173,-0.2,2.3
1401,Togo,1/1/06,3.9,4.23,2.228968805,5.3,2.4
1402,Thailand,1/1/19,3.137409435,0.7,0.70667231,3.3,36.0
1403,Thailand,1/1/18,5.676028187000001,0.8,1.063917733,2.6,36.0
1404,Thailand,1/1/17,6.126093406,0.8,0.665666223,2.4,37.0
1405,Thailand,1/1/16,6.178442799,0.7,0.188140105,1.8,35.0
1406,Thailand,1/1/15,3.878687265,0.6,-0.900437286,4.0,38.0
1407,Thailand,1/1/14,2.4401017780000003,0.6,1.8951269730000002,3.5,38.0
1408,Thailand,1/1/13,4.514045173,0.2,2.184900667,3.2,35.0
1409,Thailand,1/1/12,9.290216086000001,0.6,3.014869645,3.2,37.0
1410,Thailand,1/1/11,4.6146771719999995,0.7,3.8088,1.3,34.0
1411,Thailand,1/1/10,11.90100042,0.6,3.2475483869999997,0.2,35.0
1412,Thailand,1/1/09,-0.49719123299999995,1.5,-0.84571466,4.6,34.0
1413,Thailand,1/1/08,6.948072788999999,1.2,5.468493565,0.7,35.0
1414,Thailand,1/1/07,8.04291909,1.2,2.241528721,3.5,33.0
1415,Thailand,1/1/06,10.32559183,1.2,4.6374759160000005,1.1,36.0
1416,Thailand,1/1/05,9.492410575,1.4,4.540470567,-0.4,38.0
1417,Thailand,1/1/04,10.08308451,1.5,2.759119613,0.9,36.0
1418,Thailand,1/1/01,5.42782584,2.6,1.626969558,5.3,32.0
1419,Thailand,1/1/00,5.845598567000001,2.4,1.591929635,6.4,32.0
1420,Thailand,1/1/99,1.877528553,3.0,0.28475806800000003,11.9,32.0
1421,Thailand,1/1/98,-0.185911331,3.4,7.9947655520000005,5.9,30.0
1422,Thailand,1/1/97,1.54585302,0.9,5.625835725,8.8,30.6
1423,Thailand,1/1/96,9.981710038,1.1,5.80505888,8.9,33.3
1424,Thailand,1/1/95,14.32667677,1.1,5.818154904,7.1,27.9
1425,Tajikistan,1/1/16,12.53989469,6.9,6.0045522,18.7,25.0
1426,Tajikistan,1/1/09,16.49912464,11.5,6.44822176,9.3,20.0
1427,Tajikistan,1/1/07,37.16256749,2.5,13.14912554,-3.4,21.0
1428,Tajikistan,1/1/06,29.53681348,2.2,10.01085496,2.6,22.0
1429,Tajikistan,1/1/05,16.85178279,2.0,7.0920360129999995,12.5,21.0
1430,Tajikistan,1/1/04,29.52702987,2.0,7.141854726,2.5,20.0
1431,Tajikistan,1/1/03,41.06597932,2.4,16.30346816,-8.2,18.0
1432,East Timor (Timor-Leste for EIU),1/1/13,-15.31,11.0,11.08491235,-5.6,30.0
1433,East Timor (Timor-Leste for EIU),1/1/10,24.98,3.0,6.765973257000001,0.2,25.0
1439,Tanzania,1/1/19,6.98,1.98,3.464280703,11.8,37.0
1440,Tanzania,1/1/18,6.95,1.99,3.4944581919999997,12.1,36.0
1441,Tanzania,1/1/17,6.77,2.03,5.318716282,14.7,36.0
1442,Tanzania,1/1/16,6.87,2.08,5.174766448,7.9,32.0
1443,Tanzania,1/1/15,6.16,2.1,5.588169165,7.9,30.0
1444,Tanzania,1/1/14,6.73,2.13,6.131614691,9.7,31.0
1445,Tanzania,1/1/13,6.78,2.93,7.870723687000001,5.6,33.0
1446,Tanzania,1/1/12,2.69,3.19,16.00109411,4.6,35.0
1447,Tanzania,1/1/11,8.49,3.47,12.690969,2.5,3.0
1448,Tanzania,1/1/10,6.36,2.99,6.200156284,4.7,2.7
1449,Tanzania,1/1/09,5.38,2.5,12.14222694,5.5,2.6
1450,Tanzania,1/1/08,5.57,2.6,10.27839434,-1.2,3.0
1451,Tanzania,1/1/07,8.46,2.9,7.025514961,6.4,3.2
1452,Tanzania,1/1/06,4.66,3.3,7.250971382,9.6,2.9
1453,Tanzania,1/1/05,7.4,3.33,5.034571483,8.3,2.9
1454,Tanzania,1/1/04,7.8,3.29,4.73580062,6.8,2.8
1455,Tanzania,1/1/03,6.9,3.23,5.30356666,5.6,2.5
1456,Tanzania,1/1/02,7.2,3.13,5.317833036000001,8.5,2.7
1457,Tanzania,1/1/01,6.0,2.99,5.147468778,14.5,2.2
1458,Tanzania,1/1/00,4.9,3.07,5.923960294,12.4,2.5
1459,Ukraine,1/1/19,11.62636817,8.2,7.886717722999999,10.8,30.0
1460,Ukraine,1/1/18,19.32764097,8.8,10.951856,3.1,32.0
1461,Ukraine,1/1/17,25.09110757,9.5,14.43832248,-4.7,30.0
1462,Ukraine,1/1/16,19.95545485,9.4,13.91271029,1.6,29.0
1464,Ukraine,1/1/14,8.307204897,9.3,12.07185675,1.6,26.0
1465,Ukraine,1/1/13,4.309129055,7.2,-0.23894880699999999,11.8,25.0
1466,Ukraine,1/1/12,8.052209592,7.5,0.568727596,9.8,26.0
1467,Ukraine,1/1/11,20.44247164,7.9,7.955725,1.5,23.0
1468,Ukraine,1/1/10,18.29045629,8.1,9.372930972,1.7,24.0
1469,Ukraine,1/1/09,-3.6612675539999997,8.8,15.88119194,6.9,22.0
1470,Ukraine,1/1/08,31.54103943,6.4,25.22646299,-8.6,25.0
1471,Ukraine,1/1/07,32.44993764,6.4,12.83877823,-7.5,27.0
1472,Ukraine,1/1/06,23.26442505,6.8,9.052526184,0.4,28.0
1473,Ukraine,1/1/05,27.91522612,7.2,13.56957526,-6.5,26.0
1474,Ukraine,1/1/04,29.08897575,8.6,9.048068212,2.0,22.0
1475,Ukraine,1/1/03,18.39354581,9.1,5.179678797,9.1,23.0
1476,Ukraine,1/1/02,10.58821223,10.1,0.7574209679999999,19.3,24.0
1477,Ukraine,1/1/01,19.94531663,11.1,11.95880895,20.4,21.0
1478,Ukraine,1/1/00,30.37978325,11.7,28.20309519,15.0,15.0
1479,Ukraine,1/1/99,27.14512486,11.9,22.68367382,21.6,26.0
1481,Uganda,1/1/18,6.51,1.75,2.623979813,15.1,26.0
1482,Uganda,1/1/17,6.16,1.79,5.640977617000001,15.8,26.0
1483,Uganda,1/1/16,3.9,1.83,5.44571364,18.2,25.0
1484,Uganda,1/1/15,4.78,1.86,5.410025986,16.6,25.0
1485,Uganda,1/1/14,5.19,1.88,3.074703817,15.7,26.0
1486,Uganda,1/1/13,5.11,1.91,4.902653066,19.0,26.0
1487,Uganda,1/1/12,3.59,3.55,12.67871847,21.5,29.0
1488,Uganda,1/1/11,3.84,3.58,15.1252,11.4,2.4
1489,Uganda,1/1/10,9.39,3.62,3.976584473,13.8,2.5
1491,Uganda,1/1/08,7.25,2.89,12.05079925,13.2,2.6
1492,Uganda,1/1/07,8.75,2.5,6.138614968,11.0,2.8
1493,Uganda,1/1/06,8.37,2.19,7.310708485,15.9,2.7
1494,Uganda,1/1/05,10.78,1.9,8.448660878,21.8,2.5
1495,Uganda,1/1/04,6.33,2.68,3.721254285,4.3,2.6
1496,Uganda,1/1/03,6.81,3.6,8.680562558,10.3,2.2
1497,Uganda,1/1/02,6.47,3.5,-0.287563299,23.0,2.1
1498,Uganda,1/1/01,8.51,3.13,1.865197749,17.3,1.9
1499,Uganda,1/1/00,5.61,2.83,3.3919484310000003,10.6,2.3
1500,Uganda,1/1/99,5.39,2.56,5.777275412000001,21.7,2.2
1501,United Kingdom,1/1/14,4.480926812,6.1,1.45112616,-1.3,78.0
1502,United Kingdom,1/1/13,4.0756376869999995,7.5,2.291666921,-1.4,76.0
1503,United Kingdom,1/1/12,3.165291387,7.9,2.573233294,-1.1,74.0
1504,United Kingdom,1/1/11,3.611712644,8.0,3.8561099999999997,-1.5,78.0
1505,United Kingdom,1/1/10,3.5128779889999997,7.8,2.492652046,-1.0,76.0
1506,United Kingdom,1/1/09,-2.664769729,7.5,1.9617357030000002,-1.0,77.0
1507,United Kingdom,1/1/08,2.588040812,5.6,3.521408875,1.7,77.0
1508,United Kingdom,1/1/07,5.078095602,5.3,2.386556569,2.9,84.0
1509,United Kingdom,1/1/06,5.632776947999999,5.3,2.455659652,1.8,86.0
1510,United Kingdom,1/1/05,5.768077035,4.8,2.089138685,2.1,86.0
1511,United Kingdom,1/1/04,4.982528466000001,4.6,1.390396543,1.8,86.0
1512,United Kingdom,1/1/03,5.616743141000001,4.8,1.3765015280000001,1.4,87.0
1513,United Kingdom,1/1/02,4.486436345,5.0,1.5204036419999998,1.8,87.0
1514,United Kingdom,1/1/01,4.000178889,4.7,1.532347422,4.1,83.0
1515,United Kingdom,1/1/00,5.362100451,5.6,1.182957425,4.0,87.0
1516,United Kingdom,1/1/99,4.367536688,6.0,1.752949712,4.4,86.0
1517,United Kingdom,1/1/98,4.6298114539999995,6.2,1.82057123,6.2,87.0
1518,United Kingdom,1/1/97,4.964480377,7.1,2.201134872,5.4,82.2
1519,United Kingdom,1/1/96,6.714367379,8.2,2.8517850339999997,1.8,84.4
1520,United Kingdom,1/1/95,14.08569021,8.7,2.697499278,-4.1,85.7
1521,United States,1/1/19,4.117919422,3.7,1.812216855,3.5,69.0
1522,United States,1/1/18,5.618716255,3.9,2.442541517,2.5,71.0
1523,United States,1/1/17,4.159930397,4.4,2.130157086,2.2,75.0
1524,United States,1/1/16,2.677874856,4.9,1.261595445,2.4,74.0
1525,United States,1/1/15,3.98105851,5.3,0.11863652699999999,2.2,76.0
1526,United States,1/1/14,4.3902569510000005,6.2,1.622239404,1.3,74.0
1527,United States,1/1/13,3.62932485,7.4,1.464790605,1.5,73.0
1528,United States,1/1/12,4.210536203999999,8.1,2.069374002,1.3,73.0
1529,United States,1/1/11,3.672132162,8.9,3.1568,1.1,71.0
1530,United States,1/1/10,3.758893477,9.6,1.640064074,2.1,71.0
1531,United States,1/1/09,-1.793745655,9.3,-0.355589315,2.5,75.0
1532,United States,1/1/08,1.805892239,5.8,3.839115757,3.1,73.0
1533,United States,1/1/07,4.612855186,4.6,2.85268638,5.2,72.0
1534,United States,1/1/06,5.967572933,4.6,3.2259757369999997,4.8,73.0
1535,United States,1/1/05,6.737590132999999,5.1,3.392683358,3.0,76.0
1536,United States,1/1/04,6.593375041,5.5,2.6772368490000003,1.6,75.0
1537,United States,1/1/03,4.771443011000001,6.0,2.270079585,2.2,75.0
1538,United States,1/1/02,3.351011135,5.8,1.58603296,3.0,77.0
1539,United States,1/1/01,3.2136647760000003,4.7,2.826238086,4.6,76.0
1540,United States,1/1/00,6.455224686,4.0,3.376833165,6.8,78.0
1541,United States,1/1/99,6.265667036,4.2,2.188069357,6.5,75.0
1542,United States,1/1/98,5.6573703879999995,4.5,1.5521757090000001,7.1,75.0
1543,United States,1/1/97,6.248289076,5.0,2.337789443,6.6,76.1
1544,United States,1/1/96,5.67260783,5.5,2.931193369,6.3,76.6
1545,United States,1/1/95,4.837403372,5.7,2.805410161,6.6,77.9
1546,Uruguay,1/1/19,7.907070301,9.4,7.881988709,3.6,71.0
1547,Uruguay,1/1/18,7.265122925,8.3,7.606533604,6.3,70.0
1548,Uruguay,1/1/17,7.419682895,7.9,6.2180938260000005,8.7,70.0
1549,Uruguay,1/1/16,9.15941308,7.8,9.639413476,8.2,71.0
1550,Uruguay,1/1/15,9.420448961,7.5,8.666269871,6.3,74.0
1551,Uruguay,1/1/14,12.91458509,6.5,8.877353332,5.6,73.0
1552,Uruguay,1/1/13,13.16940083,6.4,8.57513504,4.0,73.0
1553,Uruguay,1/1/12,12.39851188,6.5,8.097765806,2.4,72.0
1554,Uruguay,1/1/11,14.6369,6.3,8.092832063,0.7,70.0
1555,Uruguay,1/1/10,13.09335021,7.2,6.69870887,5.2,69.0
1556,Uruguay,1/1/09,12.31980276,7.7,7.062218744,7.0,67.0
1557,Uruguay,1/1/08,15.77546165,8.0,7.877073747000001,4.1,69.0
1558,Uruguay,1/1/07,16.57502937,9.4,8.114645612,-0.4,67.0
1559,Uruguay,1/1/06,10.89968577,10.8,6.397649744,2.6,64.0
1560,Uruguay,1/1/05,8.18857038,12.0,4.69927739,12.8,59.0
1561,Uruguay,1/1/04,15.61488956,13.0,9.157605075,12.3,62.0
1562,Uruguay,1/1/03,17.480126199999997,16.7,19.37973017,36.4,55.0
1567,Uruguay,1/1/97,38.38219422,11.4,19.81880932,34.6,41.4
1568,Venezuela,1/1/13,37.32260506,7.5,40.63935824,-14.5,20.0
1569,Venezuela,1/1/12,20.47636453,6.6,21.06904422,2.0,19.0
1570,Venezuela,1/1/11,33.50124626,6.9,26.0902,-8.6,19.0
1571,Venezuela,1/1/10,43.77047808,7.1,28.1875435,-18.9,20.0
1572,Venezuela,1/1/09,4.378570043,6.1,27.0807846,11.2,19.0
1573,Vietnam,1/1/19,8.931547226000001,2.0,2.7958201939999996,5.8,37.0
1574,Vietnam,1/1/18,10.71433637,1.2,3.539568982,3.8,33.0
1575,Vietnam,1/1/17,11.17636777,1.9,3.520312006,2.9,35.0
1576,Vietnam,1/1/16,7.390441182999999,1.8,2.668204308,5.8,33.0
1577,Vietnam,1/1/15,6.475757366,1.8,0.631214596,7.3,31.0
1578,Vietnam,1/1/14,9.865182847,1.3,4.084584298999999,4.8,31.0
1579,Vietnam,1/1/13,10.44065497,1.3,6.592668171000001,5.4,31.0
1580,Vietnam,1/1/12,16.74673007,1.0,9.094716194,2.3,31.0
1581,Vietnam,1/1/11,28.82769155,1.0,18.6777,-3.6,29.0
1582,Vietnam,1/1/10,19.273094699999998,1.1,9.207502992,0.9,27.0
1583,Vietnam,1/1/09,11.94903366,1.7,6.716951051000001,3.6,27.0
1584,Vietnam,1/1/07,17.44631747,2.0,8.34452611,1.4,26.0
1585,Vietnam,1/1/04,16.60529177,2.1,7.75497241,1.2,26.0
1586,Vietnam,1/1/03,14.49916194,2.3,3.234630927,2.2,24.0
1587,Vietnam,1/1/02,11.31675999,2.1,3.830755061,4.2,24.0
1588,Vietnam,1/1/01,8.977552157,2.8,-0.431496993,6.6,26.0
1589,Vietnam,1/1/00,10.42751199,2.3,-1.7103660280000001,6.9,25.0
1590,Vietnam,1/1/99,10.78204073,2.3,4.117215182,6.6,26.0
1591,Vietnam,1/1/98,15.11177433,2.3,7.2661239879999995,5.1,25.0
1592,Vietnam,1/1/97,15.28731491,2.9,3.2095577580000003,7.3,27.9
1593,Samoa,1/1/11,8.88,5.7,5.2354199999999995,9.5,39.0
1598,South Africa,1/1/15,6.42605805,25.1,4.50921102,4.0,44.0
1599,South Africa,1/1/14,7.496461135,24.9,6.13602219,3.4,44.0
1600,South Africa,1/1/13,8.793423917,24.6,5.776402192000001,2.2,42.0
1601,South Africa,1/1/12,7.6130608639999995,24.7,5.723940735,3.3,43.0
1602,Zambia,1/1/19,1.48,11.43,9.150316652999999,6.6,34.0
1603,Zambia,1/1/18,4.03,11.5,7.494571995,-0.4,35.0
1604,Zambia,1/1/17,3.4,11.63,6.577311331000001,2.1,37.0
1605,Zambia,1/1/16,3.8,10.88,17.86973043,1.7,38.0
1606,Zambia,1/1/15,2.9,10.11,10.11059229,6.2,38.0
1607,Zambia,1/1/14,4.7,9.34,7.806875487,5.8,38.0
1608,Zambia,1/1/13,5.1,8.62,6.977676526000001,-0.2,38.0
1609,Zambia,1/1/12,7.6,7.85,6.575899326,4.8,37.0
1610,Zimbabwe,1/1/17,5.0,5.17,0.9097116890000001,4.4,22.0
1611,Zimbabwe,1/1/16,1.0,5.25,-1.566399465,4.8,22.0
1612,Zimbabwe,1/1/15,2.0,5.3,-2.409524545,7.9,21.0
1613,Zimbabwe,1/1/14,2.0,5.34,-0.212963939,9.7,21.0
1614,Zimbabwe,1/1/13,2.0,5.4,1.631629309,0.3,21.0
1615,Zimbabwe,1/1/12,17.0,5.38,3.721088001,7.3,20.0
